veincle length,veincle weight,axles number,DrivingStyle,perceding veincle time-gap,Lane of the road,veincle speed,perceding veincle speed,perceding veincle weight,perceding veincle length,road condition,Air temprture,perciption type,perciption intensity,relatve humadity,wind direction,wind speed,Lighting condition
567,1602,2,2,831.0,2,94.5,98.0,1434.0,560.5,0.0,6.5,0.0,-1.0,81.5,270.0,0.0,2.0
571,1434,2,3,894.0,2,98.5,97.5,1404.0,534.5,0.0,7.0,0.0,-1.0,81.5,180.0,0.0,1.0
549,1827,2,1,81.375,1,82.25,83.625,1508.5,535.0,0.0,4.875,0.0,-1.0,81.125,156.75,0.0,0.0
594,1722,2,2,282.75,2,82.25,81.0,1773.25,673.75,0.0,5.0,0.0,-1.0,81.25,146.5,0.0,0.0
534,1949,2,2,268.3333333333333,2,81.0,83.0,1503.0,472.6666666666667,0.0,6.0,0.0,-1.0,82.0,101.0,0.0,0.0
546,1769,2,1,95.0,1,78.11111111111111,80.11111111111111,1674.111111111111,548.5555555555555,0.0,3.2222222222222223,0.0,-1.0,80.88888888888889,171.11111111111111,0.0,0.0
585,1406,2,2,239.0,1,85.0,87.66666666666667,1606.0,517.0,0.0,3.0,0.0,-1.0,82.0,40.0,0.0,0.0
547,1727,2,2,202.75,1,85.125,86.0,4456.125,669.625,0.0,3.25,0.0,-1.0,72.0,146.5,0.0,0.0
504,1682,2,2,118.36363636363636,1,83.27272727272727,85.0909090909091,1906.7272727272727,553.1818181818181,0.0,2.909090909090909,0.0,-1.0,75.54545454545455,77.36363636363636,0.0,0.0
556,1624,2,2,75.75,1,91.25,91.8125,1676.6875,542.5,0.0,3.0,0.0,-1.0,76.0,264.0,0.0,0.0
585,1626,2,2,53.67741935483871,1,90.0,90.16129032258064,1674.6774193548388,541.9677419354839,0.0,4.645161290322581,0.0,-1.0,66.70967741935483,255.4516129032258,0.0,0.0
580,1905,2,2,73.0,1,82.95454545454545,83.77272727272727,1732.0,549.4090909090909,0.0,8.590909090909092,0.0,-1.0,68.4090909090909,152.77272727272728,0.0,0.0
541,1885,2,2,50.73076923076923,1,83.76923076923077,85.03846153846153,2184.846153846154,553.4615384615385,0.0,5.0,2.0,1.0,58.0,180.0,4.0,0.0
576,1449,2,2,41.78125,1,83.34375,83.40625,1749.09375,557.09375,0.0,3.3125,0.0,-1.0,71.5625,262.8125,0.0,0.0
567,1851,2,2,30.5,1,84.1304347826087,84.23913043478261,1816.0,559.4130434782609,0.0,3.0,0.0,-1.0,71.0,178.0,0.0,0.0
1782,24791,6,1,41.25806451612903,1,85.35483870967742,84.83870967741936,3285.2258064516127,624.1290322580645,0.0,1.0,0.0,-1.0,71.0,118.0,0.0,0.0
554,1887,2,2,34.27906976744186,1,83.74418604651163,83.67441860465117,1849.093023255814,538.6279069767442,0.0,2.0,0.0,-1.0,69.27906976744185,126.95348837209302,0.0,0.0
552,1889,2,2,21.49206349206349,1,84.11111111111111,84.0,2109.6190476190477,577.2063492063492,0.0,2.6666666666666665,0.0,-1.0,69.7936507936508,144.68253968253967,0.0,0.0
558,2591,2,2,29.09090909090909,1,84.75,84.13636363636364,2312.2045454545455,591.9318181818181,0.0,6.295454545454546,0.0,-1.0,70.0,113.77272727272727,2.3181818181818183,0.0
513,1564,2,3,23.910714285714285,1,83.58928571428571,83.83928571428571,3420.7678571428573,663.1428571428571,0.0,4.0,0.0,-1.0,71.0,354.0,0.0,1.0
558,1714,2,3,25.274509803921568,1,83.66666666666667,83.90196078431373,1777.5686274509803,551.9803921568628,0.0,8.882352941176471,0.0,-1.0,69.66666666666667,139.68627450980392,1.607843137254902,1.0
562,2486,2,2,19.640625,1,78.34375,78.046875,2629.1875,590.953125,0.0,6.59375,0.0,-1.0,70.59375,184.46875,3.1875,1.0
571,2297,2,3,38.189189189189186,1,83.51351351351352,83.1891891891892,1922.7837837837837,552.7027027027027,0.0,9.0,0.0,-1.0,70.0,191.0,0.0,2.0
551,1499,2,1,28.6,1,79.44444444444444,79.64444444444445,2453.5555555555557,621.8444444444444,0.0,5.133333333333334,0.0,-1.0,62.6,139.13333333333333,0.0,2.0
531,1303,2,3,28.596153846153847,1,82.9423076923077,82.75,2030.75,575.5576923076923,0.0,4.9423076923076925,0.0,-1.0,63.98076923076923,51.80769230769231,0.09615384615384616,2.0
532,1881,2,2,33.71739130434783,1,80.15217391304348,80.32608695652173,2742.695652173913,646.9565217391304,0.0,5.043478260869565,0.0,-1.0,68.52173913043478,279.8695652173913,3.8043478260869565,2.0
563,2007,2,2,28.113636363636363,1,79.77272727272727,79.43181818181819,2579.0454545454545,586.2272727272727,0.0,7.0,0.0,-1.0,68.0,23.0,0.0,2.0
554,1728,2,2,26.54,1,78.2,77.96,2059.12,572.6,0.0,8.44,0.0,-1.0,68.02,313.38,0.0,2.0
552,1869,2,2,28.522727272727273,1,76.72727272727273,77.1590909090909,2233.0454545454545,586.0681818181819,0.0,3.1136363636363638,0.0,-1.0,69.8409090909091,65.36363636363636,0.0,2.0
546,1412,2,3,37.5609756097561,1,81.58536585365853,81.1951219512195,2563.6341463414633,643.3170731707318,0.0,2.951219512195122,0.0,-1.0,69.04878048780488,118.78048780487805,0.0,2.0
546,1972,2,3,33.054054054054056,1,81.62162162162163,81.56756756756756,1812.162162162162,548.2432432432432,0.0,4.297297297297297,0.0,-1.0,68.0,162.59459459459458,0.0,2.0
578,2011,2,3,32.4390243902439,1,83.53658536585365,82.73170731707317,2369.048780487805,580.2926829268292,0.0,4.097560975609756,0.0,-1.0,68.90243902439025,48.8780487804878,0.0,2.0
561,1732,2,3,53.074074074074076,1,82.88888888888889,82.44444444444444,2986.4444444444443,663.8518518518518,0.0,4.962962962962963,0.0,-1.0,68.55555555555556,105.03703703703704,2.888888888888889,2.0
555,1707,2,3,48.61538461538461,1,83.34615384615384,81.61538461538461,2210.730769230769,590.1538461538462,0.0,2.0,0.0,-1.0,72.0,197.0,0.0,2.0
526,1648,2,3,59.24,1,83.64,83.72,3818.84,677.44,0.0,9.0,0.0,-1.0,72.44,306.76,0.0,2.0
519,1447,2,2,56.407407407407405,1,79.25925925925925,79.5925925925926,3248.740740740741,678.5185185185185,0.0,8.148148148148149,0.0,-1.0,73.07407407407408,261.7037037037037,0.0,2.0
533,1461,2,2,31.58823529411765,1,81.05882352941177,80.67647058823529,1830.2058823529412,547.0882352941177,0.0,6.882352941176471,0.0,-1.0,74.55882352941177,248.58823529411765,0.0,2.0
572,1840,2,3,56.55,1,83.8,84.05,3974.9,665.75,0.0,6.0,0.0,-1.0,76.0,62.0,0.0,2.0
550,2163,2,3,93.5,1,82.55,82.95,2156.65,588.75,0.0,7.2,0.0,-1.0,76.8,161.0,0.0,2.0
539,1858,2,1,89.93333333333334,1,88.46666666666667,87.33333333333333,3056.2,618.7333333333333,0.6666666666666666,3.8,1.0,0.0,74.2,159.6,1.6,2.0
572,2241,2,1,96.15384615384616,1,85.53846153846153,86.23076923076923,1690.3846153846155,549.4615384615385,1.0,2.0,0.0,-1.0,88.0,141.0,0.0,2.0
583,2113,2,1,89.71428571428571,1,79.66666666666667,80.57142857142857,2294.7619047619046,587.0952380952381,1.0,2.3333333333333335,0.0,-1.0,88.33333333333333,109.0,0.0,2.0
527,1969,2,1,155.11111111111111,1,86.22222222222223,85.33333333333333,2307.3333333333335,610.6666666666666,1.0,8.333333333333334,2.0,0.0,91.0,164.66666666666666,0.0,2.0
2018,16548,4,2,626.0,1,79.5,84.0,1781.0,605.5,1.0,8.0,0.0,-1.0,91.0,68.0,0.0,2.0
571,1857,2,1,93.81818181818181,1,87.72727272727273,87.81818181818181,3676.818181818182,801.2727272727273,1.0,6.363636363636363,2.0,0.0,91.63636363636364,284.72727272727275,0.0,2.0
1765,8582,4,2,166.44444444444446,1,80.11111111111111,79.55555555555556,3429.777777777778,951.2222222222222,1.0,5.111111111111111,2.0,0.0,92.0,112.88888888888889,0.0,2.0
1718,22198,6,1,148.45454545454547,1,76.9090909090909,74.9090909090909,3696.181818181818,634.4545454545455,1.0,4.181818181818182,2.0,0.0,92.0,215.0,0.0,2.0
572,1828,2,2,164.0,1,76.6,76.8,4609.6,801.4,1.0,3.0,2.0,0.0,92.0,146.0,0.0,2.0
629,2594,2,2,292.875,1,76.75,74.75,3305.75,751.5,1.0,3.0,2.0,0.0,93.0,116.125,0.0,2.0
600,3795,3,2,166.42857142857142,1,69.85714285714286,67.42857142857143,4812.428571428572,845.4285714285714,1.0,3.0,2.0,0.0,93.0,158.71428571428572,0.0,2.0
582,2198,2,2,422.2,1,74.8,74.6,1849.4,529.4,1.0,3.0,0.0,-1.0,93.0,257.8,0.0,2.0
597,2500,2,2,263.2,1,75.2,75.6,2090.0,563.0,1.0,4.0,1.0,0.0,93.0,298.0,0.0,2.0
503,2160,2,2,378.0,1,75.0,73.5,9313.0,1274.0,1.0,3.5,2.0,-1.0,93.5,121.0,0.0,2.0
571,1837,2,2,742.0,1,79.0,55.5,2010.0,534.5,1.0,3.5,2.0,0.0,94.0,233.5,0.0,2.0
526,1880,2,2,339.0,2,71.5,76.0,2223.5,581.0,3.0,3.0,2.0,0.0,94.0,68.0,0.0,2.0
776,14364,2,2,1147.0,1,43.5,71.0,1566.0,518.0,3.0,2.5,2.0,0.0,94.0,28.0,0.0,2.0
538,1150,2,2,142.0,1,65.5,62.5,1289.5,533.0,3.0,3.0,0.0,-1.0,94.0,28.0,0.0,2.0
1402,10451,6,2,281.5,1,65.75,60.75,4674.75,1090.0,3.0,2.75,0.0,-1.0,94.0,218.0,0.0,2.0
528,1571,2,1,401.0,1,82.0,56.5,7128.0,814.0,3.0,2.0,0.0,-1.0,94.0,191.5,0.0,2.0
534,1632,2,3,1182.5,1,64.5,74.5,4383.5,795.5,3.0,3.0,0.0,-1.0,95.0,64.5,2.5,2.0
2080,11058,5,2,275.5,1,72.0,68.0,5847.0,1278.5,3.0,3.0,0.0,-1.0,95.0,129.0,0.0,2.0
1339,8516,5,1,309.6666666666667,1,58.333333333333336,58.666666666666664,5029.0,879.3333333333334,1.0,2.3333333333333335,0.0,-1.0,95.0,185.66666666666666,2.6666666666666665,2.0
568,2202,2,1,413.0,1,84.5,72.5,2773.0,694.0,1.0,7.0,0.0,-1.0,95.0,208.0,0.0,2.0
524,1476,2,1,949.0,1,60.0,75.0,10695.5,1437.5,1.0,8.0,0.0,-1.0,95.0,225.0,9.0,2.0
521,1664,2,1,964.0,1,97.0,60.0,1433.5,479.0,1.0,8.0,0.0,-1.0,95.0,360.0,0.0,2.0
539,1145,2,2,1085.0,2,65.0,88.5,999.5,954.0,1.0,3.5,0.0,-1.0,87.0,163.0,3.0,2.0
433,451,2,3,458.0,1,83.5,78.0,2145.5,589.5,1.0,8.5,0.0,-1.0,86.5,20.0,4.0,2.0
578,1452,2,2,346.0,1,84.0,83.0,1982.0,542.5,1.0,7.0,0.0,-1.0,72.0,79.0,4.0,2.0
510,1464,2,1,569.6666666666666,1,82.33333333333333,72.33333333333333,2894.3333333333335,703.3333333333334,1.0,1.0,0.0,-1.0,67.0,34.0,1.0,2.0
605,2054,2,2,292.5,1,81.0,77.75,2006.25,556.25,1.0,2.5,0.0,-1.0,72.0,208.5,8.0,2.0
597,2185,2,2,485.3333333333333,1,77.66666666666667,81.33333333333333,1721.0,545.3333333333334,1.0,6.0,0.0,-1.0,72.0,17.0,1.0,2.0
505,1521,2,2,500.5,1,74.5,82.0,1987.0,573.0,1.0,3.5,0.0,-1.0,66.0,31.0,4.0,1.0
548,1549,2,3,105.0,1,82.0,79.33333333333333,6077.666666666667,715.0,1.0,3.0,0.0,-1.0,66.83333333333333,52.333333333333336,4.0,1.0
629,2129,2,2,327.8,1,84.0,82.4,4994.6,873.4,1.0,7.0,0.0,-1.0,80.0,326.0,8.0,1.0
531,1316,2,2,282.0,1,85.0,79.75,6219.0,847.25,1.0,4.5,0.0,-1.0,82.0,346.0,6.0,0.0
650,2473,2,2,333.5,2,82.0,83.5,2192.0,626.0,1.0,6.5,0.0,-1.0,81.5,343.0,3.5,0.0
541,1826,2,2,145.14285714285714,1,83.14285714285714,83.42857142857143,3469.5714285714284,741.7142857142857,1.0,2.0,0.0,-1.0,85.0,309.0,5.0,0.0
612,761,2,2,298.2857142857143,1,88.57142857142857,85.14285714285714,5626.0,743.4285714285714,1.0,2.142857142857143,0.0,-1.0,87.71428571428571,127.85714285714286,0.0,0.0
566,2426,2,2,87.75,1,84.5,83.375,1647.875,528.0,1.0,4.125,0.0,-1.0,90.0,210.125,5.875,0.0
571,1597,2,2,93.0,1,86.93333333333334,86.6,1821.4,554.0,1.0,5.0,0.0,-1.0,91.0,191.0,0.0,0.0
582,1581,2,2,105.14285714285714,1,93.28571428571429,91.57142857142857,3271.0,663.7142857142857,1.0,2.4285714285714284,0.0,-1.0,91.0,202.28571428571428,0.0,0.0
579,1702,2,2,93.14285714285714,1,88.78571428571429,90.92857142857143,2864.9285714285716,650.9285714285714,1.0,1.4285714285714286,0.0,-1.0,92.0,87.85714285714286,2.857142857142857,0.0
559,1458,2,2,49.964285714285715,1,82.14285714285714,82.57142857142857,3536.4285714285716,666.2142857142857,1.0,1.0,0.0,-1.0,92.0,180.0,0.0,0.0
567,2451,2,2,54.285714285714285,1,83.42857142857143,84.21428571428571,2348.214285714286,594.0714285714286,1.0,3.0,0.0,-1.0,92.0,177.57142857142858,0.0,0.0
486,1331,2,1,60.3,1,83.45,83.65,2202.55,620.25,1.0,3.0,0.0,-1.0,92.05,162.85,0.1,0.0
560,1870,2,2,153.41666666666666,1,84.16666666666667,85.08333333333333,1835.75,548.6666666666666,1.0,3.0,0.0,-1.0,93.0,186.0,5.0,0.0
512,1164,2,2,79.78947368421052,1,80.10526315789474,80.73684210526316,2962.684210526316,695.3684210526316,1.0,3.0,0.0,-1.0,93.0,199.3684210526316,0.47368421052631576,0.0
573,1665,2,2,73.57142857142857,1,79.42857142857143,79.0952380952381,6683.0,825.1428571428571,1.0,2.5238095238095237,0.0,-1.0,93.0,188.0952380952381,4.904761904761905,0.0
559,1536,2,2,40.83870967741935,1,85.19354838709677,85.48387096774194,3191.7741935483873,620.2258064516129,1.0,1.5161290322580645,0.0,-1.0,93.0,182.5483870967742,2.064516129032258,0.0
521,1537,2,2,82.25,1,80.8125,81.6875,3266.125,623.1875,1.0,1.0,0.0,-1.0,93.0,148.25,0.0,0.0
579,1753,2,1,72.23529411764706,1,83.6470588235294,84.11764705882354,2348.8823529411766,652.7058823529412,1.0,1.0,0.0,-1.0,93.0,209.2941176470588,0.0,1.0
641,2327,2,3,44.1578947368421,1,83.94736842105263,83.21052631578948,5229.473684210527,782.421052631579,1.0,1.0,0.0,-1.0,93.0,45.0,0.0,1.0
555,1639,2,3,66.57894736842105,1,81.84210526315789,81.57894736842105,3690.157894736842,692.1052631578947,1.0,8.0,0.0,-1.0,93.0,171.05263157894737,1.105263157894737,1.0
594,2555,2,2,57.869565217391305,1,83.08695652173913,84.04347826086956,5155.478260869565,778.9565217391304,1.0,8.0,0.0,-1.0,93.0,183.7826086956522,2.4347826086956523,1.0
569,1373,2,3,35.30555555555556,1,82.30555555555556,82.38888888888889,3828.0555555555557,746.8888888888889,1.0,8.305555555555555,0.0,-1.0,93.0,154.33333333333334,6.25,2.0
551,2236,2,1,55.888888888888886,1,80.11111111111111,81.22222222222223,3635.962962962963,690.1481481481482,1.0,8.962962962962964,0.0,-1.0,93.0,223.33333333333334,0.3333333333333333,2.0
591,2163,2,1,63.111111111111114,1,79.94444444444444,81.22222222222223,3615.1111111111113,779.3888888888889,1.0,5.666666666666667,0.0,-1.0,93.0,144.0,7.0,2.0
1706,17596,6,3,71.5,1,80.85714285714286,79.42857142857143,3920.5,751.7142857142857,1.0,1.0,0.0,-1.0,93.0,203.0,1.0,2.0
605,1952,2,2,50.03703703703704,1,76.74074074074075,77.62962962962963,3922.074074074074,695.6296296296297,1.0,5.148148148148148,0.0,-1.0,92.5925925925926,172.77777777777777,6.222222222222222,2.0
598,1867,2,3,46.407407407407405,1,82.5925925925926,82.03703703703704,5176.185185185185,739.5555555555555,1.0,7.814814814814815,0.0,-1.0,92.0,207.14814814814815,1.2592592592592593,2.0
1698,22282,5,1,78.61904761904762,1,76.42857142857143,76.57142857142857,8260.285714285714,944.3333333333334,1.0,9.0,0.0,-1.0,92.0,157.33333333333334,3.0,2.0
549,1478,2,3,96.08333333333333,1,83.66666666666667,83.58333333333333,5310.833333333333,816.6666666666666,1.0,1.0,0.0,-1.0,89.66666666666667,129.33333333333334,1.3333333333333333,2.0
1722,26933,6,1,82.94117647058823,1,72.11764705882354,71.41176470588235,6880.705882352941,920.4705882352941,1.0,1.1176470588235294,0.0,-1.0,87.94117647058823,37.588235294117645,7.823529411764706,2.0
532,1964,2,2,80.04545454545455,1,74.4090909090909,74.45454545454545,5351.590909090909,882.0,1.0,3.0,0.0,-1.0,86.27272727272727,240.0909090909091,3.1818181818181817,2.0
1903,20368,4,1,151.3,1,84.9,88.0,6500.7,1008.7,1.0,3.0,0.0,-1.0,77.5,138.0,1.5,2.0
1756,20206,5,1,112.45454545454545,1,72.63636363636364,72.18181818181819,10596.727272727272,1017.0,1.0,8.363636363636363,0.0,-1.0,77.0,190.0,6.545454545454546,2.0
1679,27896,6,2,108.22222222222223,1,74.5,75.61111111111111,8715.5,903.2222222222222,1.0,2.0,0.0,-1.0,74.0,163.0,3.0,2.0
1650,24256,6,1,143.0909090909091,1,77.18181818181819,78.63636363636364,7829.0,871.8181818181819,1.0,2.3636363636363638,0.0,-1.0,71.9090909090909,190.0,6.090909090909091,2.0
1714,32875,6,1,150.42857142857142,1,82.71428571428571,83.71428571428571,18219.428571428572,1254.4285714285713,1.0,4.0,0.0,-1.0,69.0,203.0,4.0,2.0
1951,18605,5,1,194.28571428571428,1,83.28571428571429,81.85714285714286,14226.142857142857,1252.7142857142858,1.0,1.0,0.0,-1.0,70.28571428571429,183.14285714285714,6.142857142857143,2.0
846,3527,3,1,220.2,1,83.8,81.0,10643.6,1166.0,1.0,1.8,0.0,-1.0,69.2,188.8,3.8,2.0
1778,28650,6,3,124.15384615384616,1,86.38461538461539,86.0,14773.76923076923,1282.6153846153845,1.0,6.0,0.0,-1.0,65.0,163.0,8.0,2.0
1760,40478,6,1,199.0,1,84.27272727272727,84.9090909090909,15404.818181818182,1237.909090909091,1.0,5.7272727272727275,0.0,-1.0,63.09090909090909,208.0,3.727272727272727,2.0
1702,30305,6,1,195.0,1,80.875,79.0,10606.0,1081.5,1.0,2.0,0.0,-1.0,60.0,214.0,5.0,2.0
2337,1630,5,3,401.3333333333333,1,82.33333333333333,86.0,3587.3333333333335,642.3333333333334,1.0,7.333333333333333,0.0,-1.0,58.0,196.66666666666666,5.666666666666667,2.0
2035,40126,6,2,101.85714285714286,1,76.42857142857143,76.35714285714286,13934.5,1190.357142857143,1.0,3.7142857142857144,0.0,-1.0,53.0,173.85714285714286,4.714285714285714,2.0
622,1948,2,1,326.0,1,89.5,83.75,4390.75,930.0,1.0,3.25,0.0,-1.0,53.0,180.25,3.25,2.0
1710,17474,6,1,121.5,1,89.75,88.0,9566.75,1186.5,1.0,4.0,0.0,-1.0,55.0,214.0,7.0,2.0
2059,23277,6,1,206.66666666666666,1,88.33333333333333,88.0,10743.333333333334,1327.6666666666667,1.0,8.0,0.0,-1.0,53.0,186.0,9.0,2.0
596,3128,2,2,170.33333333333334,1,66.66666666666667,71.66666666666667,2060.3333333333335,544.3333333333334,1.0,8.0,0.0,-1.0,53.0,174.0,5.0,2.0
1319,8249,3,1,187.0,1,83.0,71.33333333333333,1744.6666666666667,533.6666666666666,1.0,2.6666666666666665,0.0,-1.0,53.333333333333336,195.0,7.666666666666667,2.0
541,1652,2,2,259.4,1,80.6,74.0,1150.0,445.6,1.0,1.0,0.0,-1.0,53.8,213.4,3.2,2.0
1716,12901,6,1,244.75,1,87.25,89.75,5758.75,800.75,1.0,3.0,0.0,-1.0,52.75,163.25,5.25,2.0
615,2027,2,1,392.0,1,89.0,79.0,9254.0,1123.5,1.0,5.0,0.0,-1.0,51.0,194.5,7.0,2.0
1718,12799,5,1,273.0,1,87.0,99.0,1647.0,534.0,1.0,3.5,0.0,-1.0,53.0,169.0,2.5,2.0
1706,23954,6,1,763.0,1,67.75,75.75,13158.5,1403.25,1.0,5.0,1.0,0.0,79.25,195.5,3.5,2.0
2046,17840,5,1,436.3333333333333,1,85.33333333333333,83.0,17591.0,1942.0,1.0,7.666666666666667,1.0,0.0,86.33333333333333,211.66666666666666,3.3333333333333335,2.0
2056,14764,5,1,470.5,1,85.0,88.5,17566.5,2048.0,1.0,8.0,0.0,-1.0,87.0,208.0,4.0,2.0
1955,15056,5,1,111.0,1,85.66666666666667,84.33333333333333,18351.666666666668,1886.0,1.0,8.0,0.0,-1.0,87.0,186.0,8.0,2.0
512,654,2,3,368.0,1,84.0,86.5,11179.5,1507.5,1.0,7.0,0.0,-1.0,87.0,169.0,4.0,2.0
2028,14316,5,1,330.0,1,95.5,89.5,1326.0,462.0,1.0,6.5,0.0,-1.0,83.5,138.0,2.5,2.0
1756,14975,5,2,345.5,1,78.0,80.5,8204.5,1136.0,1.0,5.0,0.0,-1.0,83.0,174.0,2.0,2.0
507,1923,2,1,256.0,1,87.5,76.5,4640.0,1126.0,1.0,4.0,0.0,-1.0,81.0,132.0,0.0,2.0
532,1351,2,2,255.0,1,68.0,81.0,1849.0,544.0,1.0,1.0,0.0,-1.0,83.0,158.0,1.0,2.0
608,1668,2,3,663.0,1,77.5,72.5,845.0,499.5,1.0,4.5,0.0,-1.0,80.5,188.5,5.5,2.0
527,1470,2,3,340.5,1,84.5,79.0,1965.0,597.5,1.0,5.0,0.0,-1.0,80.0,180.0,4.5,2.0
498,1359,2,1,237.375,1,80.625,81.75,1612.375,548.375,1.0,3.5,0.0,-1.0,79.25,243.25,3.25,1.0
574,1817,2,1,235.85714285714286,1,87.42857142857143,85.42857142857143,2788.714285714286,621.8571428571429,1.0,9.0,0.0,-1.0,81.0,101.0,8.0,1.0
1727,11521,5,1,141.0,1,74.0,74.81818181818181,6294.909090909091,1033.909090909091,1.0,3.0,0.0,-1.0,85.0,231.0,0.0,1.0
519,1642,2,2,200.6,1,79.8,83.6,3294.8,807.6,1.0,4.0,0.0,-1.0,85.0,78.8,0.0,0.0
627,1735,2,2,179.44444444444446,1,78.44444444444444,81.22222222222223,3070.3333333333335,684.7777777777778,1.0,4.888888888888889,1.0,0.0,85.88888888888889,296.3333333333333,8.0,0.0
547,1635,2,2,113.6923076923077,1,80.0,81.6923076923077,3365.153846153846,664.3846153846154,1.0,2.0,1.0,0.0,89.0,34.0,0.0,0.0
608,1672,2,2,169.54545454545453,1,82.81818181818181,80.18181818181819,5282.454545454545,830.9090909090909,1.0,4.0,0.0,-1.0,91.0,174.0,3.0,0.0
1687,19507,5,2,99.9,1,80.9,80.2,7270.5,890.6,1.0,4.4,1.0,0.0,91.0,146.7,1.8,0.0
916,4923,2,2,312.0,1,89.6,86.8,4384.6,806.2,1.0,6.0,1.0,0.0,92.0,180.0,6.0,0.0
519,1619,2,2,148.9,1,85.5,86.1,4271.1,888.3,1.0,6.6,0.0,-1.0,92.0,224.0,5.4,0.0
586,2414,2,2,111.27272727272727,1,85.45454545454545,87.0,2574.909090909091,622.9090909090909,1.0,5.181818181818182,1.0,0.0,92.81818181818181,192.36363636363637,5.7272727272727275,0.0
1562,13044,4,2,97.13333333333334,1,81.4,83.46666666666667,5217.066666666667,833.5333333333333,1.0,4.266666666666667,1.0,0.0,92.53333333333333,168.26666666666668,5.266666666666667,0.0
560,1856,2,2,90.55555555555556,1,82.11111111111111,82.22222222222223,6271.111111111111,869.0,1.0,8.0,1.0,0.0,93.0,332.0,3.0,0.0
532,1342,2,2,176.25,2,92.25,88.75,1477.25,508.5,1.0,4.0,1.0,0.0,81.5,280.0,6.75,0.0
595,1722,2,2,118.36363636363636,1,82.0,80.72727272727273,4102.454545454545,648.9090909090909,1.0,5.909090909090909,1.0,0.0,77.27272727272727,273.90909090909093,4.636363636363637,0.0
655,2528,2,2,71.8125,1,80.875,81.5,4562.3125,704.375,1.0,7.0,2.0,0.0,63.0,95.5,5.5,0.0
1136,1815,4,2,122.2,1,82.4,83.1,4684.2,820.5,1.0,5.0,2.0,1.0,58.0,180.0,4.0,0.0
931,6385,2,2,112.46153846153847,1,85.84615384615384,86.15384615384616,7086.923076923077,919.6153846153846,1.0,3.6153846153846154,0.0,-1.0,57.0,92.6923076923077,3.769230769230769,0.0
532,1827,2,2,84.38461538461539,1,78.07692307692308,78.38461538461539,3354.923076923077,629.2307692307693,1.0,7.0,0.0,-1.0,59.0,34.0,6.0,0.0
583,2083,2,3,168.8,1,92.4,90.6,3517.4,780.2,1.0,4.4,0.0,-1.0,59.2,18.4,8.8,0.0
1712,28735,6,1,132.5,1,86.75,86.75,9683.75,1038.875,1.0,5.0,1.0,0.0,71.5,56.5,7.0,1.0
614,2146,2,2,86.8,1,79.4,78.53333333333333,3763.9333333333334,685.6,1.0,7.066666666666666,2.0,0.0,73.0,45.4,3.6666666666666665,1.0
548,1865,2,2,108.83333333333333,1,76.75,78.41666666666667,5574.416666666667,808.9166666666666,1.0,7.0,1.0,0.0,73.0,51.0,4.0,2.0
1713,28960,6,2,80.36842105263158,1,78.63157894736842,77.89473684210526,10531.736842105263,1116.8947368421052,1.0,4.842105263157895,1.0,0.0,70.47368421052632,44.421052631578945,4.842105263157895,2.0
555,1777,2,2,110.5,1,79.1,79.1,2294.1,663.6,1.0,6.7,1.0,0.0,67.8,53.2,2.5,2.0
555,1729,2,1,118.83333333333333,1,79.25,75.83333333333333,4167.666666666667,673.8333333333334,1.0,3.1666666666666665,0.0,-1.0,66.83333333333333,13.833333333333334,7.0,2.0
1765,12060,6,1,70.36842105263158,1,78.26315789473684,79.10526315789474,8569.263157894737,968.1052631578947,1.0,4.0,0.0,-1.0,65.0,34.0,5.0,2.0
538,887,2,3,81.07142857142857,1,76.21428571428571,76.35714285714286,3691.0714285714284,620.2857142857143,1.0,2.2857142857142856,1.0,0.0,65.71428571428571,30.571428571428573,5.571428571428571,2.0
1712,13638,6,1,74.3157894736842,1,74.63157894736842,75.15789473684211,7839.789473684211,1084.6842105263158,1.0,7.2631578947368425,1.0,0.0,69.6842105263158,33.36842105263158,2.736842105263158,2.0
660,2943,2,3,80.4,1,82.85,84.1,5031.3,829.05,1.0,7.0,0.0,-1.0,69.0,90.0,8.0,2.0
1718,22855,5,2,154.3,1,79.9,81.3,10911.0,1029.0,1.0,3.2,0.0,-1.0,54.8,49.6,4.6,2.0
1688,11840,6,3,173.33333333333334,1,82.88888888888889,82.0,4625.555555555556,937.2222222222222,1.0,9.0,0.0,-1.0,57.0,56.0,2.0,2.0
535,1771,2,1,133.9,1,78.2,80.4,8828.6,1038.9,1.0,8.0,0.0,-1.0,49.0,85.5,1.4,2.0
659,1718,2,2,96.0625,1,83.875,83.5,5482.5,922.4375,1.0,4.3125,0.0,-1.0,51.6875,49.625,4.0,2.0
555,1727,2,3,78.53846153846153,1,81.84615384615384,81.15384615384616,3358.0,761.6153846153846,1.0,5.0,0.0,-1.0,53.0,56.0,6.0,2.0
1507,14648,6,1,85.0,1,80.46153846153847,79.92307692307692,5287.923076923077,881.2307692307693,1.0,7.6923076923076925,0.0,-1.0,56.53846153846154,59.84615384615385,4.538461538461538,2.0
1703,18974,6,3,106.63636363636364,1,84.27272727272727,85.45454545454545,9666.636363636364,1092.3636363636363,1.0,7.454545454545454,0.0,-1.0,56.36363636363637,50.0,5.7272727272727275,2.0
1957,14947,5,1,289.8,1,86.0,79.2,9677.4,1322.0,1.0,2.0,1.0,0.0,66.0,28.0,8.0,2.0
